case_id,category,word,context,note,candidate,pos,model,score,rank,is_expected,top_candidate,top_is_expected,best_expected_rank,reciprocal_rank,expected_margin,error,error_message,latency_first_ms,latency_mean_ms,latency_min_ms,latency_p95_ms,repeats,model_load_seconds,embedding_dimension,max_sequence_length,parameter_count
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,sundown,n,MiniLM,0.9167449474334717,3,True,nightfall,False,2,0.5,-0.0033176541328430176,False,,26.71675600049639,25.311215999863634,23.003837000032945,27.050817599774746,5,1.8682173739998689,384,256,22713216
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,sunrise,n,MiniLM,0.9158350229263306,4,False,nightfall,False,2,0.5,-0.0033176541328430176,False,,26.71675600049639,25.311215999863634,23.003837000032945,27.050817599774746,5,1.8682173739998689,384,256,22713216
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,luminous,adj,MiniLM,0.9287545680999756,1,False,luminous,False,2,0.5,-0.023387908935546875,False,,23.604032000548614,22.669460200086178,20.10355700076616,23.58770920036477,5,1.8682173739998689,384,256,22713216
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,intelligent,adj,MiniLM,0.9053666591644287,2,True,luminous,False,2,0.5,-0.023387908935546875,False,,23.604032000548614,22.669460200086178,20.10355700076616,23.58770920036477,5,1.8682173739998689,384,256,22713216
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,dull,adj,MiniLM,0.892458975315094,3,False,luminous,False,2,0.5,-0.023387908935546875,False,,23.604032000548614,22.669460200086178,20.10355700076616,23.58770920036477,5,1.8682173739998689,384,256,22713216
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,shiny,adj,MiniLM,0.823356568813324,4,False,luminous,False,2,0.5,-0.023387908935546875,False,,23.604032000548614,22.669460200086178,20.10355700076616,23.58770920036477,5,1.8682173739998689,384,256,22713216
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,dim,adj,MiniLM,0.9585093259811401,1,False,dim,False,2,0.5,-0.005735874176025391,False,,25.33801699973992,23.084974999983388,21.846021000783367,24.85366159962723,5,1.8682173739998689,384,256,22713216
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,luminous,adj,MiniLM,0.9527734518051147,2,True,dim,False,2,0.5,-0.005735874176025391,False,,25.33801699973992,23.084974999983388,21.846021000783367,24.85366159962723,5,1.8682173739998689,384,256,22713216
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,intelligent,adj,MiniLM,0.9279507994651794,3,False,dim,False,2,0.5,-0.005735874176025391,False,,25.33801699973992,23.084974999983388,21.846021000783367,24.85366159962723,5,1.8682173739998689,384,256,22713216
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,radiant,adj,MiniLM,0.9277817010879517,4,True,dim,False,2,0.5,-0.005735874176025391,False,,25.33801699973992,23.084974999983388,21.846021000783367,24.85366159962723,5,1.8682173739998689,384,256,22713216
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,computer mouse,n,MiniLM,0.9945363998413086,1,True,computer mouse,True,1,1.0,0.046002745628356934,False,,27.13409300031344,25.592699800290575,24.267380999845045,26.94741020040965,5,1.8682173739998689,384,256,22713216
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,pointer,n,MiniLM,0.9635105133056641,2,True,computer mouse,True,1,1.0,0.046002745628356934,False,,27.13409300031344,25.592699800290575,24.267380999845045,26.94741020040965,5,1.8682173739998689,384,256,22713216
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,keyboard,n,MiniLM,0.9485336542129517,3,False,computer mouse,True,1,1.0,0.046002745628356934,False,,27.13409300031344,25.592699800290575,24.267380999845045,26.94741020040965,5,1.8682173739998689,384,256,22713216
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,rodent,n,MiniLM,0.8745560646057129,4,False,computer mouse,True,1,1.0,0.046002745628356934,False,,27.13409300031344,25.592699800290575,24.267380999845045,26.94741020040965,5,1.8682173739998689,384,256,22713216
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,computer mouse,n,MiniLM,0.9730691313743591,1,False,computer mouse,False,2,0.5,-0.09134280681610107,False,,29.508923000321374,25.601523400109727,23.33546599948022,28.94632180032204,5,1.8682173739998689,384,256,22713216
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,rodent,n,MiniLM,0.8817263245582581,2,True,computer mouse,False,2,0.5,-0.09134280681610107,False,,29.508923000321374,25.601523400109727,23.33546599948022,28.94632180032204,5,1.8682173739998689,384,256,22713216
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,rat,n,MiniLM,0.852442741394043,3,True,computer mouse,False,2,0.5,-0.09134280681610107,False,,29.508923000321374,25.601523400109727,23.33546599948022,28.94632180032204,5,1.8682173739998689,384,256,22713216
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,pointer,n,MiniLM,0.8476419448852539,4,False,computer mouse,False,2,0.5,-0.09134280681610107,False,,29.508923000321374,25.601523400109727,23.33546599948022,28.94632180032204,5,1.8682173739998689,384,256,22713216
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,accusation,n,MiniLM,0.93563312292099,1,True,accusation,True,1,1.0,0.02531123161315918,False,,27.98445400003402,24.599636199855013,22.329024999635294,27.3019304000627,5,1.8682173739998689,384,256,22713216
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,fee,n,MiniLM,0.9103218913078308,2,False,accusation,True,1,1.0,0.02531123161315918,False,,27.98445400003402,24.599636199855013,22.329024999635294,27.3019304000627,5,1.8682173739998689,384,256,22713216
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,attack,n,MiniLM,0.8399468660354614,3,False,accusation,True,1,1.0,0.02531123161315918,False,,27.98445400003402,24.599636199855013,22.329024999635294,27.3019304000627,5,1.8682173739998689,384,256,22713216
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,electrical load,n,MiniLM,0.7947914600372314,4,False,accusation,True,1,1.0,0.02531123161315918,False,,27.98445400003402,24.599636199855013,22.329024999635294,27.3019304000627,5,1.8682173739998689,384,256,22713216
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,fee,n,MiniLM,0.9023897647857666,1,False,fee,False,2,0.5,-0.03810387849807739,False,,26.640725000106613,24.486542400154576,22.955446999731066,26.38319500019861,5,1.8682173739998689,384,256,22713216
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,battery power,n,MiniLM,0.8642858862876892,2,True,fee,False,2,0.5,-0.03810387849807739,False,,26.640725000106613,24.486542400154576,22.955446999731066,26.38319500019861,5,1.8682173739998689,384,256,22713216
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,attack,n,MiniLM,0.752697229385376,3,False,fee,False,2,0.5,-0.03810387849807739,False,,26.640725000106613,24.486542400154576,22.955446999731066,26.38319500019861,5,1.8682173739998689,384,256,22713216
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,accusation,n,MiniLM,0.7418379187583923,4,False,fee,False,2,0.5,-0.03810387849807739,False,,26.640725000106613,24.486542400154576,22.955446999731066,26.38319500019861,5,1.8682173739998689,384,256,22713216
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,fast,adj,MiniLM,0.9351335167884827,1,True,fast,True,1,1.0,0.0909237265586853,False,,23.779623999871546,22.84531999994215,21.180832000027294,25.007025599916233,5,1.8682173739998689,384,256,22713216
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,slow,adj,MiniLM,0.8442097902297974,2,False,fast,True,1,1.0,0.0909237265586853,False,,23.779623999871546,22.84531999994215,21.180832000027294,25.007025599916233,5,1.8682173739998689,384,256,22713216
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,prompt,adj,MiniLM,0.8411776423454285,3,True,fast,True,1,1.0,0.0909237265586853,False,,23.779623999871546,22.84531999994215,21.180832000027294,25.007025599916233,5,1.8682173739998689,384,256,22713216
quick_response,basic synonym,quick,Thank you for the quick response to my support request.,Response context should prefer promptness over unrelated senses.,clever,adj,MiniLM,0.7487093210220337,4,False,fast,True,1,1.0,0.0909237265586853,False,,23.779623999871546,22.84531999994215,21.180832000027294,25.007025599916233,5,1.8682173739998689,384,256,22713216
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,substantial,adj,MiniLM,0.9851539134979248,1,True,substantial,True,1,1.0,0.019350171089172363,False,,27.189276999706635,23.807529199984856,22.029484000086086,26.513532799799577,5,1.8682173739998689,384,256,22713216
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,big,adj,MiniLM,0.9802422523498535,2,True,substantial,True,1,1.0,0.019350171089172363,False,,27.189276999706635,23.807529199984856,22.029484000086086,26.513532799799577,5,1.8682173739998689,384,256,22713216
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,lengthy,adj,MiniLM,0.9658037424087524,3,False,substantial,True,1,1.0,0.019350171089172363,False,,27.189276999706635,23.807529199984856,22.029484000086086,26.513532799799577,5,1.8682173739998689,384,256,22713216
large_dataset,domain vocabulary,large,The experiment used a large dataset with millions of labeled examples.,Technical writing should still prefer size synonyms over antonyms.,tiny,adj,MiniLM,0.9512989521026611,4,False,substantial,True,1,1.0,0.019350171089172363,False,,27.189276999706635,23.807529199984856,22.029484000086086,26.513532799799577,5,1.8682173739998689,384,256,22713216
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",joyful,adj,MiniLM,0.6841420531272888,1,True,joyful,True,1,1.0,0.2935124635696411,False,,19.62775599986344,17.38719580007455,15.807886000402505,19.210526599999866,5,1.8682173739998689,384,256,22713216
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",angry,adj,MiniLM,0.3906295895576477,2,False,joyful,True,1,1.0,0.2935124635696411,False,,19.62775599986344,17.38719580007455,15.807886000402505,19.210526599999866,5,1.8682173739998689,384,256,22713216
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",sad,adj,MiniLM,0.37274181842803955,3,False,joyful,True,1,1.0,0.2935124635696411,False,,19.62775599986344,17.38719580007455,15.807886000402505,19.210526599999866,5,1.8682173739998689,384,256,22713216
no_context_happy,no context fallback,happy,,"When context is unavailable, lexical similarity should still help.",content,adj,MiniLM,0.3330390453338623,4,True,joyful,True,1,1.0,0.2935124635696411,False,,19.62775599986344,17.38719580007455,15.807886000402505,19.210526599999866,5,1.8682173739998689,384,256,22713216
animal_cat,basic synonym,cat,The cat sat on the mat.,A direct synonym should beat a related but narrower word and an unrelated animal.,feline,n,MPNet,0.9472499489784241,1,True,feline,True,1,1.0,0.06593310832977295,False,,145.1366119999875,117.48602719981136,101.99134499998763,139.42769999994198,5,1.3935998030001429,768,384,109486464
animal_cat,basic synonym,cat,The cat sat on the mat.,A direct synonym should beat a related but narrower word and an unrelated animal.,kitten,n,MPNet,0.8813168406486511,2,False,feline,True,1,1.0,0.06593310832977295,False,,145.1366119999875,117.48602719981136,101.99134499998763,139.42769999994198,5,1.3935998030001429,768,384,109486464
animal_cat,basic synonym,cat,The cat sat on the mat.,A direct synonym should beat a related but narrower word and an unrelated animal.,dog,n,MPNet,0.7112802267074585,3,False,feline,True,1,1.0,0.06593310832977295,False,,145.1366119999875,117.48602719981136,101.99134499998763,139.42769999994198,5,1.3935998030001429,768,384,109486464
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,fund,n,MPNet,0.9336349964141846,1,False,fund,False,2,0.5,-0.009070813655853271,False,,133.68449000063265,132.7615447999051,121.67697699987912,147.52894879984524,5,1.3935998030001429,768,384,109486464
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,shore,n,MPNet,0.9245641827583313,2,True,fund,False,2,0.5,-0.009070813655853271,False,,133.68449000063265,132.7615447999051,121.67697699987912,147.52894879984524,5,1.3935998030001429,768,384,109486464
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,depository,n,MPNet,0.896189272403717,3,False,fund,False,2,0.5,-0.009070813655853271,False,,133.68449000063265,132.7615447999051,121.67697699987912,147.52894879984524,5,1.3935998030001429,768,384,109486464
river_bank,word sense disambiguation,bank,"Watching the sunset, the two lovers sat together on the river bank.",The context should prefer the riverside sense over finance senses.,levee,n,MPNet,0.8807497620582581,4,False,fund,False,2,0.5,-0.009070813655853271,False,,133.68449000063265,132.7615447999051,121.67697699987912,147.52894879984524,5,1.3935998030001429,768,384,109486464
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,financial institution,n,MPNet,0.9565377831459045,1,True,financial institution,True,1,1.0,0.09125947952270508,False,,133.18422100019234,119.15699319997657,111.27995400056534,130.12801240001863,5,1.3935998030001429,768,384,109486464
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,lender,n,MPNet,0.9545796513557434,2,True,financial institution,True,1,1.0,0.09125947952270508,False,,133.18422100019234,119.15699319997657,111.27995400056534,130.12801240001863,5,1.3935998030001429,768,384,109486464
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,shore,n,MPNet,0.8652783036231995,3,False,financial institution,True,1,1.0,0.09125947952270508,False,,133.18422100019234,119.15699319997657,111.27995400056534,130.12801240001863,5,1.3935998030001429,768,384,109486464
financial_bank,word sense disambiguation,bank,The bank approved the small business loan after reviewing the application.,Finance context should separate institutional synonyms from river terms.,embankment,n,MPNet,0.8504137992858887,4,False,financial institution,True,1,1.0,0.09125947952270508,False,,133.18422100019234,119.15699319997657,111.27995400056534,130.12801240001863,5,1.3935998030001429,768,384,109486464
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,dusk,n,MPNet,0.9598733186721802,1,True,dusk,True,1,1.0,0.029082119464874268,False,,109.88989599991328,99.96793579994119,96.88926199942216,107.50023719992896,5,1.3935998030001429,768,384,109486464
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,sundown,n,MPNet,0.9366397261619568,2,True,dusk,True,1,1.0,0.029082119464874268,False,,109.88989599991328,99.96793579994119,96.88926199942216,107.50023719992896,5,1.3935998030001429,768,384,109486464
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,nightfall,n,MPNet,0.9307911992073059,3,False,dusk,True,1,1.0,0.029082119464874268,False,,109.88989599991328,99.96793579994119,96.88926199942216,107.50023719992896,5,1.3935998030001429,768,384,109486464
sunset,near synonym,sunset,"Watching the sunset, the two lovers sat together on the river bank.",Close synonyms should beat the antonym-like distractor.,sunrise,n,MPNet,0.9135176539421082,4,False,dusk,True,1,1.0,0.029082119464874268,False,,109.88989599991328,99.96793579994119,96.88926199942216,107.50023719992896,5,1.3935998030001429,768,384,109486464
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,intelligent,adj,MPNet,0.9664328694343567,1,True,intelligent,True,1,1.0,0.04504513740539551,False,,109.69303099955141,93.95654660002037,88.21896700010257,106.083707599646,5,1.3935998030001429,768,384,109486464
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,luminous,adj,MPNet,0.9213877320289612,2,False,intelligent,True,1,1.0,0.04504513740539551,False,,109.69303099955141,93.95654660002037,88.21896700010257,106.083707599646,5,1.3935998030001429,768,384,109486464
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,dull,adj,MPNet,0.8944478034973145,3,False,intelligent,True,1,1.0,0.04504513740539551,False,,109.69303099955141,93.95654660002037,88.21896700010257,106.083707599646,5,1.3935998030001429,768,384,109486464
bright_idea,figurative language,bright,Her bright idea helped the team solve the production issue quickly.,Figurative context should prefer mental sharpness over literal light.,shiny,adj,MPNet,0.8863080739974976,4,False,intelligent,True,1,1.0,0.04504513740539551,False,,109.69303099955141,93.95654660002037,88.21896700010257,106.083707599646,5,1.3935998030001429,768,384,109486464
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,luminous,adj,MPNet,0.8965796828269958,1,True,luminous,True,1,1.0,0.054492831230163574,False,,110.03906400037522,93.3784327999092,87.77083699987998,106.34454480023123,5,1.3935998030001429,768,384,109486464
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,radiant,adj,MPNet,0.8787878155708313,2,True,luminous,True,1,1.0,0.054492831230163574,False,,110.03906400037522,93.3784327999092,87.77083699987998,106.34454480023123,5,1.3935998030001429,768,384,109486464
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,intelligent,adj,MPNet,0.8420868515968323,3,False,luminous,True,1,1.0,0.054492831230163574,False,,110.03906400037522,93.3784327999092,87.77083699987998,106.34454480023123,5,1.3935998030001429,768,384,109486464
bright_lamp,literal sense,bright,The bright lamp lit every corner of the quiet room.,Literal lighting context should prefer visual brightness.,dim,adj,MPNet,0.7727019190788269,4,False,luminous,True,1,1.0,0.054492831230163574,False,,110.03906400037522,93.3784327999092,87.77083699987998,106.34454480023123,5,1.3935998030001429,768,384,109486464
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,computer mouse,n,MPNet,0.9935579895973206,1,True,computer mouse,True,1,1.0,0.0600016713142395,False,,115.49665099937556,101.94334240004537,91.39002500069182,113.4629693995521,5,1.3935998030001429,768,384,109486464
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,pointer,n,MPNet,0.9369569420814514,2,True,computer mouse,True,1,1.0,0.0600016713142395,False,,115.49665099937556,101.94334240004537,91.39002500069182,113.4629693995521,5,1.3935998030001429,768,384,109486464
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,keyboard,n,MPNet,0.933556318283081,3,False,computer mouse,True,1,1.0,0.0600016713142395,False,,115.49665099937556,101.94334240004537,91.39002500069182,113.4629693995521,5,1.3935998030001429,768,384,109486464
mouse_device,word sense disambiguation,mouse,She clicked the mouse to open the file on her laptop.,Computing context should beat the animal sense.,rodent,n,MPNet,0.8872256278991699,4,False,computer mouse,True,1,1.0,0.0600016713142395,False,,115.49665099937556,101.94334240004537,91.39002500069182,113.4629693995521,5,1.3935998030001429,768,384,109486464
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,computer mouse,n,MPNet,0.917522668838501,1,False,computer mouse,False,2,0.5,-0.040958940982818604,False,,111.50270999951317,101.66076500008785,97.68148200055293,109.73618299958616,5,1.3935998030001429,768,384,109486464
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,rodent,n,MPNet,0.8765637278556824,2,True,computer mouse,False,2,0.5,-0.040958940982818604,False,,111.50270999951317,101.66076500008785,97.68148200055293,109.73618299958616,5,1.3935998030001429,768,384,109486464
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,rat,n,MPNet,0.8611633777618408,3,True,computer mouse,False,2,0.5,-0.040958940982818604,False,,111.50270999951317,101.66076500008785,97.68148200055293,109.73618299958616,5,1.3935998030001429,768,384,109486464
mouse_animal,word sense disambiguation,mouse,The mouse hid behind the cupboard when the kitchen light turned on.,Animal context should beat computing terms.,pointer,n,MPNet,0.7774950861930847,4,False,computer mouse,False,2,0.5,-0.040958940982818604,False,,111.50270999951317,101.66076500008785,97.68148200055293,109.73618299958616,5,1.3935998030001429,768,384,109486464
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,accusation,n,MPNet,0.9473746418952942,1,True,accusation,True,1,1.0,0.09397166967391968,False,,110.81559500053118,97.42398860034882,89.82519400069577,108.19919320056215,5,1.3935998030001429,768,384,109486464
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,attack,n,MPNet,0.8534029722213745,2,False,accusation,True,1,1.0,0.09397166967391968,False,,110.81559500053118,97.42398860034882,89.82519400069577,108.19919320056215,5,1.3935998030001429,768,384,109486464
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,fee,n,MPNet,0.8162948489189148,3,False,accusation,True,1,1.0,0.09397166967391968,False,,110.81559500053118,97.42398860034882,89.82519400069577,108.19919320056215,5,1.3935998030001429,768,384,109486464
legal_charge,word sense disambiguation,charge,The prosecutor filed a serious charge after reviewing the evidence.,Legal context should prefer accusation over payment or electricity.,electrical load,n,MPNet,0.7386358976364136,4,False,accusation,True,1,1.0,0.09397166967391968,False,,110.81559500053118,97.42398860034882,89.82519400069577,108.19919320056215,5,1.3935998030001429,768,384,109486464
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,battery power,n,MPNet,0.8718954920768738,1,True,battery power,True,1,1.0,0.18318653106689453,False,,101.75095699923986,97.23110600007203,94.83663800074282,100.88151659947471,5,1.3935998030001429,768,384,109486464
phone_charge,word sense disambiguation,charge,My phone needs a charge before we leave for the airport.,Device context should prefer battery power.,fee,n,MPNet,0.6887089610099792,2,False,battery power,True,1,1.0,0.18318653106689453,False,,101.75095699923986,97.23110600007203,94.83663800074282,100.88151659947471,5,1.3935998030001429,768,384,109486464
